ward,date_time,rainfall_1h,rainfall_3h,precipitation_prob,humidity,temperature,latitude,longitude,source_url
Langata,2022-11-21 00:00:00,2.48,8.68,0.6,75.97,18.14,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-22 00:00:00,2.21,7.5,0.41,71.7,26.78,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-23 00:00:00,7.7,25.97,0.76,66.24,23.41,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-24 00:00:00,8.49,26.15,0.39,85.58,19.62,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-25 00:00:00,6.14,20.13,0.74,63.99,18.11,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-26 00:00:00,6.63,23.08,0.42,82.2,22.46,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-27 00:00:00,2.04,9.2,0.59,78.37,21.58,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-28 00:00:00,8.49,30.45,0.63,84.61,26.11,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-29 00:00:00,3.83,12.36,0.47,65.88,22.9,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-11-30 00:00:00,7.72,24.51,0.42,64.75,24.74,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-01 00:00:00,8.92,29.31,0.7,88.39,26.7,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-02 00:00:00,8.39,28.19,0.72,83.96,23.3,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-03 00:00:00,8.18,28.24,0.42,66.66,22.25,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-04 00:00:00,3.14,10.49,0.48,67.8,24.81,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-05 00:00:00,5.84,18.43,0.55,75.89,18.15,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-06 00:00:00,9.36,29.77,0.47,89.5,25.16,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-07 00:00:00,7.26,21.89,0.69,72.43,21.8,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-08 00:00:00,9.31,31.1,0.69,61.69,18.66,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-09 00:00:00,0.94,7.51,0.62,68.3,26.47,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-10 00:00:00,4.64,14.19,0.75,87.81,26.26,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-11 00:00:00,2.77,12.95,0.72,82.96,22.65,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-12 00:00:00,0.88,3.52,0.31,64.07,19.77,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-13 00:00:00,4.01,14.93,0.3,67.24,21.77,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-14 00:00:00,1.55,4.73,0.77,60.47,20.0,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-15 00:00:00,9.5,29.75,0.57,60.92,23.4,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-16 00:00:00,6.56,21.11,0.5,84.24,25.2,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-17 00:00:00,9.29,28.14,0.54,60.2,26.07,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-18 00:00:00,1.35,5.45,0.6,61.65,24.03,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-19 00:00:00,3.23,10.29,0.38,66.28,19.51,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-20 00:00:00,4.98,17.17,0.66,80.2,25.86,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-21 00:00:00,5.46,18.57,0.34,66.71,23.95,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-22 00:00:00,8.49,29.3,0.45,86.0,25.27,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-23 00:00:00,2.48,8.77,0.72,62.23,26.29,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-24 00:00:00,0.8,6.95,0.63,83.34,22.57,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-25 00:00:00,4.44,18.27,0.53,85.03,26.36,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-26 00:00:00,0.59,4.6,0.71,84.45,19.86,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-27 00:00:00,2.49,10.53,0.48,74.64,25.91,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-28 00:00:00,8.59,26.55,0.73,87.58,19.44,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-29 00:00:00,6.73,23.37,0.57,89.08,26.18,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-30 00:00:00,1.25,8.17,0.7,79.82,21.19,-1.3504,36.7344,https://openweathermap.org/
Langata,2022-12-31 00:00:00,5.78,18.75,0.47,80.73,19.24,-1.3504,36.7344,https://openweathermap.org/
Kibra,2020-01-01 00:00:00,1.18,3.82,0.04,62.87,20.75,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-02 00:00:00,1.82,6.15,0.24,45.34,18.95,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-03 00:00:00,0.32,1.38,0.03,46.56,24.34,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-04 00:00:00,1.43,4.87,0.28,45.65,20.49,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-05 00:00:00,1.91,6.24,0.18,61.5,24.96,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-06 00:00:00,0.77,3.19,0.25,57.3,15.91,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-07 00:00:00,0.01,0.87,0.0,41.8,20.69,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-08 00:00:00,1.11,3.76,0.06,51.17,19.76,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-09 00:00:00,1.56,4.94,0.09,44.33,17.57,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-10 00:00:00,0.74,2.89,0.06,53.3,17.65,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-11 00:00:00,1.54,5.59,0.23,59.02,17.32,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-12 00:00:00,0.28,1.47,0.22,64.05,24.51,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-13 00:00:00,1.07,3.9,0.2,53.29,17.73,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-14 00:00:00,1.45,5.26,0.01,61.05,24.23,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-15 00:00:00,0.3,1.41,0.25,45.4,17.19,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-16 00:00:00,0.84,2.82,0.22,66.59,15.56,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-17 00:00:00,0.92,3.18,0.05,48.51,17.86,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-18 00:00:00,0.49,1.95,0.23,55.39,16.49,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-19 00:00:00,1.84,6.44,0.28,42.47,18.09,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-20 00:00:00,2.0,6.8,0.2,58.78,22.2,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-21 00:00:00,0.01,0.31,0.07,45.94,17.73,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-22 00:00:00,0.56,1.86,0.09,46.39,19.16,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-23 00:00:00,1.25,4.27,0.05,56.49,23.6,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-24 00:00:00,0.32,1.65,0.3,63.9,22.31,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-25 00:00:00,1.07,3.31,0.28,48.55,22.04,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-26 00:00:00,1.5,4.84,0.1,59.16,19.79,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-27 00:00:00,1.94,6.59,0.28,55.87,16.4,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-28 00:00:00,1.71,5.97,0.04,65.19,19.21,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-29 00:00:00,0.41,1.64,0.16,40.53,24.68,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-30 00:00:00,1.41,4.51,0.02,44.01,24.79,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-01-31 00:00:00,0.25,1.31,0.23,66.99,16.03,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-01 00:00:00,1.72,5.24,0.16,40.45,15.36,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-02 00:00:00,0.63,2.84,0.08,67.52,20.35,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-03 00:00:00,1.19,3.92,0.28,53.58,17.44,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-04 00:00:00,2.0,6.82,0.24,62.33,20.98,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-05 00:00:00,0.58,2.46,0.23,53.55,18.7,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-06 00:00:00,0.73,3.0,0.07,64.35,23.92,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-07 00:00:00,0.84,2.85,0.09,54.52,21.96,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-08 00:00:00,0.28,1.24,0.28,59.28,23.05,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-09 00:00:00,1.59,5.72,0.25,44.11,16.15,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-10 00:00:00,1.38,4.61,0.18,49.29,18.54,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-11 00:00:00,1.66,5.09,0.11,52.36,20.93,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-12 00:00:00,0.17,0.8,0.08,58.5,24.14,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-13 00:00:00,0.29,1.48,0.18,66.36,24.77,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-14 00:00:00,1.16,4.16,0.11,61.08,21.93,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-15 00:00:00,1.97,6.09,0.19,65.25,24.26,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-16 00:00:00,1.64,5.44,0.21,55.79,24.38,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-17 00:00:00,1.53,5.14,0.23,60.9,21.75,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-18 00:00:00,0.01,0.15,0.13,55.14,19.22,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-19 00:00:00,0.43,1.46,0.13,44.64,21.59,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-20 00:00:00,1.95,6.1,0.27,56.81,20.77,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-21 00:00:00,0.16,0.73,0.04,51.23,16.8,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-22 00:00:00,1.28,4.71,0.06,54.2,23.73,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-23 00:00:00,0.51,2.32,0.26,64.85,16.91,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-24 00:00:00,0.01,0.44,0.28,48.87,24.33,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-25 00:00:00,1.53,5.39,0.14,40.13,17.85,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-26 00:00:00,0.01,0.94,0.07,51.22,19.39,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-27 00:00:00,0.31,1.16,0.16,59.72,23.66,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-28 00:00:00,1.35,4.07,0.19,43.78,21.02,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-02-29 00:00:00,1.36,4.87,0.17,45.7,20.96,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-01 00:00:00,0.14,5.34,0.66,62.52,18.56,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-02 00:00:00,6.07,22.64,0.51,85.85,22.12,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-03 00:00:00,7.87,26.55,0.72,66.34,24.26,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-04 00:00:00,7.58,24.81,0.76,65.4,18.32,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-05 00:00:00,1.62,9.19,0.5,75.8,18.78,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-06 00:00:00,6.09,18.56,0.67,71.53,26.15,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-07 00:00:00,2.05,10.58,0.75,76.54,23.3,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-08 00:00:00,3.46,12.3,0.59,69.61,18.38,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-09 00:00:00,3.73,11.59,0.77,88.51,23.46,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-10 00:00:00,5.98,20.96,0.62,72.09,18.09,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-11 00:00:00,3.01,9.35,0.4,83.17,27.21,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-12 00:00:00,9.35,29.57,0.36,84.52,24.99,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-13 00:00:00,9.47,31.9,0.36,67.67,25.92,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-14 00:00:00,5.94,18.34,0.67,64.26,23.43,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-15 00:00:00,9.13,29.52,0.78,82.44,21.71,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-16 00:00:00,5.88,19.4,0.51,74.51,27.41,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-17 00:00:00,4.89,16.7,0.42,70.4,20.07,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-18 00:00:00,4.69,16.56,0.53,74.59,25.52,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-19 00:00:00,1.13,4.92,0.74,73.98,19.25,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-20 00:00:00,6.09,19.16,0.58,63.33,25.32,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-21 00:00:00,6.85,21.65,0.8,62.03,23.28,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-22 00:00:00,8.14,26.35,0.68,62.52,20.81,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-23 00:00:00,7.02,22.34,0.65,80.94,21.61,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-24 00:00:00,9.81,30.97,0.79,81.6,20.43,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-25 00:00:00,3.17,10.77,0.77,65.23,22.68,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-26 00:00:00,4.16,13.33,0.77,80.96,27.93,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-27 00:00:00,7.32,22.63,0.3,79.34,26.31,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-28 00:00:00,5.48,19.74,0.67,76.31,22.38,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-29 00:00:00,9.71,29.55,0.67,72.34,22.35,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-30 00:00:00,3.93,15.47,0.33,72.41,26.47,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-03-31 00:00:00,8.51,27.02,0.78,71.53,26.11,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-01 00:00:00,6.54,19.63,0.41,84.12,26.95,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-02 00:00:00,3.68,12.62,0.6,79.26,21.03,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-03 00:00:00,7.51,24.49,0.77,73.15,24.06,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-04 00:00:00,7.33,24.47,0.42,64.52,19.96,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-05 00:00:00,7.73,25.93,0.45,80.8,23.37,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-06 00:00:00,5.24,16.07,0.35,85.24,22.05,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-07 00:00:00,5.88,21.93,0.72,68.63,20.83,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-08 00:00:00,7.3,23.74,0.55,89.13,24.58,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-09 00:00:00,6.86,24.94,0.4,64.05,27.11,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-10 00:00:00,8.34,28.32,0.45,87.17,23.8,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-11 00:00:00,3.54,14.46,0.46,62.58,21.0,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-12 00:00:00,5.23,18.26,0.39,66.46,24.44,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-13 00:00:00,4.6,14.97,0.58,84.4,20.76,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-14 00:00:00,3.5,10.91,0.31,87.37,22.4,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-15 00:00:00,6.48,22.47,0.37,67.33,24.56,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-16 00:00:00,7.93,26.22,0.64,61.73,19.73,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-17 00:00:00,0.07,2.53,0.79,84.95,24.11,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-18 00:00:00,8.16,27.43,0.41,87.27,20.55,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-19 00:00:00,5.41,18.82,0.39,65.88,19.57,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-20 00:00:00,5.27,16.68,0.63,64.82,22.11,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-21 00:00:00,8.84,28.0,0.35,85.21,22.37,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-22 00:00:00,4.63,14.21,0.71,61.26,21.79,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-23 00:00:00,5.49,17.92,0.74,82.38,24.66,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-24 00:00:00,6.35,21.54,0.39,89.28,22.01,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-25 00:00:00,1.02,6.3,0.4,64.91,23.13,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-26 00:00:00,7.92,26.87,0.75,66.17,24.45,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-27 00:00:00,0.99,7.14,0.56,74.49,23.1,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-28 00:00:00,7.8,26.12,0.42,75.78,23.75,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-29 00:00:00,8.41,26.85,0.38,69.26,23.38,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-04-30 00:00:00,4.6,16.36,0.71,78.47,18.21,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-01 00:00:00,4.88,17.1,0.33,70.51,26.55,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-02 00:00:00,8.22,25.73,0.46,71.6,23.85,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-03 00:00:00,7.49,26.65,0.58,76.93,26.79,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-04 00:00:00,9.49,30.7,0.4,68.64,26.03,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-05 00:00:00,9.83,34.47,0.76,60.7,18.16,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-06 00:00:00,7.56,26.59,0.55,73.86,19.99,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-07 00:00:00,4.6,17.57,0.44,60.02,18.64,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-08 00:00:00,8.12,24.38,0.75,81.63,20.26,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-09 00:00:00,5.46,20.42,0.77,76.17,27.04,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-10 00:00:00,9.3,28.48,0.52,73.76,21.11,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-11 00:00:00,2.25,10.62,0.71,71.41,26.86,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-12 00:00:00,6.62,24.26,0.36,77.73,27.71,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-13 00:00:00,4.37,14.55,0.55,65.5,27.25,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-14 00:00:00,4.38,16.96,0.61,84.18,27.66,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-15 00:00:00,6.89,20.67,0.31,82.23,24.32,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-16 00:00:00,7.37,23.61,0.74,63.6,25.41,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-17 00:00:00,7.4,26.79,0.75,72.66,22.14,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-18 00:00:00,4.77,17.96,0.47,61.79,25.53,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-19 00:00:00,6.61,21.93,0.32,82.25,26.55,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-20 00:00:00,3.9,13.71,0.5,66.85,20.32,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-21 00:00:00,8.2,28.52,0.65,84.56,18.91,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-22 00:00:00,8.32,29.81,0.76,77.67,22.1,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-23 00:00:00,4.1,16.0,0.65,67.24,21.54,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-24 00:00:00,6.87,21.48,0.64,60.81,23.7,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-25 00:00:00,8.21,28.43,0.31,80.23,21.99,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-26 00:00:00,2.23,11.51,0.77,64.81,21.79,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-27 00:00:00,5.44,19.56,0.34,86.24,19.33,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-28 00:00:00,7.84,24.93,0.45,60.28,23.53,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-29 00:00:00,5.13,20.22,0.33,80.92,20.5,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-30 00:00:00,5.63,19.28,0.3,64.43,22.41,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-05-31 00:00:00,9.63,32.02,0.51,64.16,23.31,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-01 00:00:00,1.56,4.88,0.09,44.26,17.84,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-02 00:00:00,1.35,4.7,0.3,54.31,24.42,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-03 00:00:00,1.88,6.15,0.01,60.35,15.03,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-04 00:00:00,1.3,4.71,0.06,69.02,17.88,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-05 00:00:00,0.69,2.44,0.04,56.81,20.79,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-06 00:00:00,0.85,3.43,0.16,59.34,19.6,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-07 00:00:00,1.61,5.56,0.22,47.15,19.61,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-08 00:00:00,0.17,1.39,0.11,62.25,23.88,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-09 00:00:00,0.9,3.59,0.29,48.63,23.64,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-10 00:00:00,1.36,4.89,0.19,47.85,20.93,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-11 00:00:00,1.27,4.53,0.11,51.45,22.61,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-12 00:00:00,1.01,3.18,0.21,57.26,16.23,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-13 00:00:00,1.83,6.29,0.04,42.16,22.56,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-14 00:00:00,0.62,2.65,0.22,59.18,19.37,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-15 00:00:00,0.72,2.76,0.09,53.72,16.43,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-16 00:00:00,1.64,5.49,0.25,57.69,22.57,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-17 00:00:00,0.58,2.49,0.22,66.22,17.8,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-18 00:00:00,1.85,5.97,0.05,67.15,21.51,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-19 00:00:00,1.56,5.62,0.05,52.14,24.95,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-20 00:00:00,0.27,1.46,0.05,59.93,18.54,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-21 00:00:00,1.11,4.08,0.11,67.74,18.96,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-22 00:00:00,0.22,1.43,0.26,52.4,18.5,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-23 00:00:00,0.57,2.15,0.07,50.39,20.07,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-24 00:00:00,0.1,0.38,0.14,68.11,24.82,-1.3122,36.7842,https://openweathermap.org/
Kibra,2020-06-25 00:00:00,1.82,6.14,0.08,47.34,21.97,-1.3122,36.7842,https://openweathermap.org/
